img_id,label,head size,body size,tail size,texture
000.png,0,0.8378787817733165,0.30514910124371486,0.06474416857185002,0.34454982830476294
001.png,0,0.8248343662956907,0.27033089031324975,0.15663974725787164,0.3242256328622312
002.png,0,0.9659834809925628,0.4081043651700127,0.9304000491180193,0.01961124204353675
003.png,0,0.7792093211344528,0.48214200262491397,0.5826393965255164,0.8601308916700855
004.png,0,0.9273765554420179,0.4416700311662013,0.2792257030109857,0.05712488167468
005.png,0,0.8739066444116397,0.4762669210990304,0.813754537178461,0.8933213105115886
006.png,0,0.8355446997787477,0.5233988561252803,0.2067085071708366,0.015509489758015839
007.png,0,0.8464139136502007,0.5748812167160716,0.41912080566152266,0.47689709896894306
008.png,0,0.9369811085984749,0.3900368275334774,0.07747669455299237,0.8426364264682057
009.png,0,0.9509565297989563,0.5093053244287038,0.7569389120319516,0.8977113990683002
010.png,0,0.9133531221817025,0.356655939542223,0.9178164297310378,0.8537037058320719
011.png,0,0.9207419146591423,0.38805176799528485,0.2417437604045837,0.3344239951055265
012.png,0,0.8860218247655292,0.23169347349533764,0.8590980799894544,0.9298802661817642
013.png,0,0.8925277882868424,0.5081185063394738,0.09057013325366817,0.7401933006162282
014.png,0,0.9131002147447376,0.47192588624005044,0.8308330299861232,0.13555015236717843
015.png,0,0.8999117219108856,0.5649264644772678,0.15083518023717893,0.9429160697682218
016.png,0,0.8821591598454094,0.29746412624614704,0.18808949837892935,0.5794651824825415
017.png,0,0.9711467127307449,0.42570526334075226,0.925517565700024,0.7911668251287473
018.png,0,0.933238556181388,0.32815192319893305,0.8559544671553407,0.3679657301432748
019.png,0,0.809473863051753,0.46728177674622035,0.7740410401124542,0.21351357089424924
020.png,0,0.8911661975642566,0.3301619838494235,0.5849358070727739,0.13667465202405957
021.png,0,0.9370282971238351,0.31562338019335096,0.5676737694442016,0.5646493901180795
022.png,0,0.7462332096080647,0.5275487044208284,0.10255718171953196,0.5645919720294963
023.png,0,0.9769298188675059,0.44219524518042097,0.06423844557823892,0.5692044072525184
024.png,0,0.9783733100935307,0.36858405295703345,0.3422736808313368,0.44659801887085615
025.png,0,0.5493004714967509,0.6640770555367925,0.9962837303400529,0.18894010327897184
026.png,0,0.583428761796713,0.7242665247293064,0.6690566102272474,0.03875263814499629
027.png,0,0.5106118820480816,0.8144459900453197,0.381002589928899,0.5870777719317153
028.png,0,0.384583707151053,0.6955085834198463,0.3553574445000913,0.6289818229665027
029.png,0,0.4375522864232941,0.7098678985238432,0.23917482003612117,0.2760792366100887
030.png,0,0.55062771053759,0.7794641459355444,0.4946907486225946,0.8609651413459117
031.png,0,0.3655163002385714,0.6964810295616104,0.8487592647557533,0.5979029546926286
032.png,0,0.30296306131451084,0.5306102291170735,0.9363863120263288,0.519808464139995
033.png,0,0.4005151977283569,0.7326460773911797,0.9488780603915323,0.6839853246165248
034.png,0,0.3919130198511083,0.7702910471774894,0.46976005052418546,0.76213077209646
035.png,0,0.8339886313901271,0.5264373995832642,0.8914208432348861,0.7897644947956101
036.png,0,0.48533650257745925,0.8023426889803068,0.14590610248663002,0.7154399179085044
037.png,0,0.5084572187804735,0.8558505083886666,0.13819267492341106,0.3359666878738475
038.png,0,0.332009163389168,0.8081906038299208,0.6955984162845181,0.6326677088549857
039.png,0,0.8140009761738566,0.3212141037444255,0.28637733070450494,0.8936438002228192
040.png,0,0.3764905868147258,0.6371972265614076,0.8483978066296057,0.7546391449810492
041.png,0,0.4302246877043628,0.8107768196099188,0.3677247610805172,0.20135808284076234
042.png,0,0.4724861221160885,0.78274233494743,0.6313106584305601,0.1400035516261049
043.png,0,0.5659212578552465,0.5909474135145208,0.03332111139358445,0.5596537113121419
044.png,0,0.40215272397063684,0.6885345465266891,0.20019845929806507,0.31899484335505546
045.png,0,0.4357301752228483,0.8345350564684614,0.44159658938569235,0.4726304760374773
046.png,0,0.44766758536634416,0.7895999350056436,0.580255326096894,0.042026166220473074
047.png,0,0.3636614329544223,0.741966045992817,0.6072473551901783,0.4257331611024122
048.png,0,0.4712893463772022,0.6019663785677102,0.3175350025128344,0.7564963893705761
049.png,0,0.7582579658767091,0.4580815418887958,0.039465222115734916,0.15741610017999488
050.png,0,0.46756600032817597,0.8570996862666682,0.385775684833846,0.05296988187565525
051.png,0,0.23946507393605995,0.5607056076268702,0.5911046897776812,0.26462851982813
052.png,0,0.4077235332141818,0.6436855727814699,0.27476647744962734,0.481745030856677
053.png,0,0.5029279658585499,0.7874942298121638,0.1913941711705,0.6895639218714407
