img_id,label,head size,body size,tail size,texture
000.png,0,0.2683684989662376,0.38623770302273386,0.888157229923946,0.9282322539302266
001.png,0,0.206475445608883,0.4609328304134111,0.6275961718071595,0.12452147348729496
002.png,1,0.6561009230999377,0.4109577704117495,0.05844974964521477,0.2151022894331967
003.png,0,0.2086270312682441,0.32542995854301576,0.25605789604543744,0.9226148206432078
004.png,0,0.2779904789230242,0.7057651515088366,0.7816122115595711,0.4118862339619958
005.png,1,0.6756022735072446,0.28040460084207675,0.4053972411958621,0.033038432541860195
006.png,0,0.3022229226399768,0.5866890616910916,0.9401359256781565,0.31059710437656596
007.png,1,0.717738837430962,0.36665108096230137,0.035402292509880424,0.20760854710920099
008.png,1,0.7965485557361284,0.45779972022318804,0.22909463729853574,0.975452595941471
009.png,1,0.4892321523172905,0.5287417931466087,0.3182420235724639,0.8776444388820711
010.png,0,0.34934309817374803,0.8547852260540593,0.6527005491160498,0.39623112235719915
011.png,1,0.6461252824112204,0.44560628533217556,0.3336004398740006,0.3625141639448558
012.png,1,0.6384541650559991,0.43656030045186045,0.35831623494990533,0.6723796307923957
013.png,1,0.582700097615485,0.2668775308131837,0.4677285576543459,0.8092775349485531
014.png,1,0.6804525273676447,0.34474279407463976,0.8335120194914789,0.9480130177641617
015.png,1,0.63066224434486,0.46808653862529936,0.08915323905139956,0.7112148763206761
016.png,1,0.633171851234453,0.24599531353348333,0.35270282139535225,0.36037394965637676
017.png,0,0.26230171487904436,0.7034742670675121,0.5061697260884808,0.978526452547745
018.png,0,0.14827626968926771,0.49667877118695297,0.5324583793939383,0.2964495277210276
019.png,1,0.6408173942075485,0.4985836764348751,0.10345982363908557,0.5515471450989468
020.png,0,0.26418626148651747,0.5930875053991228,0.5080299146377266,0.45234345836070566
021.png,1,0.6055648684495764,0.23966899902991778,0.4788677322991818,0.21612645721494192
022.png,0,0.3677660324602298,0.6911035869763923,0.357199445796394,0.48355911878777674
023.png,0,0.36608252338981445,0.74918881806441,0.047662294077534494,0.22044080225603035
024.png,1,0.7411294685889062,0.48563590982745247,0.5881514506421517,0.801839918762743
025.png,1,0.4808014126994574,0.4357058218806455,0.9379746224829998,0.8988848361233021
026.png,0,0.299633742953295,0.5210987293122371,0.35173695333068933,0.1323462367361206
027.png,0,0.4832761000027244,0.6097820049376822,0.23047908206827714,0.7741528800990132
028.png,0,0.3664103290387795,0.502614589348988,0.18384006118916837,0.9245073658439076
