agent,name,model,seed,test_clf_acc,test_1nn_acc,test_triplet_acc,NINO_ds_acc,NIFO_ds_acc,rNINO_ds_acc,NINO_ds_err,NIFO_ds_err,rNINO_ds_err,NIs,NI_acc
MTL0s2,MTL0.8s1,MTL0.8,1,0.925000011920929,0.925,0.7237499952316284,0.75,1.0,0.775,"[[1, 19, 81], [6, 19, 81], [7, 25, 91], [10, 25, 91], [13, 36, 107], [22, 62, 1], [24, 62, 1], [27, 62, 1], [34, 103, 42], [38, 114, 42]]",[],"[[1, 19, 81], [6, 19, 81], [7, 25, 85], [10, 25, 91], [13, 36, 107], [22, 62, 1], [24, 62, 1], [27, 62, 1], [34, 103, 42]]","[  1  19   1  59  10  53  19  25   1   1  25  36  36  36  36  36  36  36
  36  36  71  67  62  60  62  62  91  62  64  62  97  94  97  94 103 114
  94  97 114  97]",0.85
MTL0s2,MTL0.8s2,MTL0.8,2,1.0,0.95,0.7274999618530273,0.85,1.0,0.9,"[[1, 5, 91], [2, 8, 89], [5, 53, 91], [6, 39, 91], [13, 41, 107], [17, 42, 94]]",[],"[[2, 8, 89], [6, 39, 91], [13, 41, 107], [17, 42, 94]]","[ 21   5   8  19  19  53  39  19  19  19  53  42  53  41  42  53  42  42
  29  42  89  64  88  89  91  66  82  88  88  89  94  94 109 117  94  99
  94  94  99 111]",0.875
MTL0s2,MTL0.8s3,MTL0.8,3,0.949999988079071,0.925,0.7299999594688416,0.975,1.0,0.975,"[[17, 42, 99]]",[],"[[17, 42, 102]]","[ 19  19  19  19  19  25  19  19  19  19  19  53  25  58  53  53  25  42
  53  53  88  77  77  60  91  89  77  77  77  89  94 117 117 117  94  94
 117  94 117  94]",0.85
MTL0s2,MTL0.8s4,MTL0.8,4,0.975000023841858,0.95,0.762499988079071,0.875,1.0,0.9,"[[1, 20, 88], [5, 25, 91], [6, 5, 91], [10, 19, 91], [24, 87, 5]]",[],"[[1, 20, 88], [5, 25, 91], [6, 5, 91], [10, 19, 91]]","[17 20 20 20 19 25  5 19  1 17 19 36 48 36 36 36 48 29 36 58 91 91 79 91
 87 88 88 88 75 62 94 99 94 94 94 93 94 99 99 94]",0.875
MTL0s2,MTL1s0,MTL1,0,0.925000011920929,0.925,0.59375,0.725,0.9,0.725,"[[11, 25, 97], [14, 14, 97], [17, 25, 97], [19, 25, 97], [21, 97, 25], [22, 112, 25], [23, 97, 25], [24, 97, 25], [25, 97, 25], [28, 97, 25], [29, 97, 25]]","[[4, 25, 90], [7, 25, 90], [8, 25, 90], [14, 14, 90]]","[[7, 25, 60], [11, 25, 97], [14, 14, 97], [19, 25, 97], [21, 97, 25], [22, 112, 25], [23, 97, 25], [24, 97, 0], [25, 97, 25], [28, 97, 25], [29, 97, 25]]","[ 25  25  25  25  25  25  25  25  25  25  25  25  25  25  14  25  25  25
  25  25  97  97 112  97  97  97  63  63  97  97  97  97  97  97  97  92
  97 110  97  97]",0.7
MTL0s2,MTL1s1,MTL1,1,0.949999988079071,0.925,0.5649999976158142,0.475,0.5,0.475,"[[0, 0, 81], [1, 0, 81], [2, 57, 81], [3, 25, 81], [4, 36, 81], [6, 0, 81], [7, 0, 81], [8, 36, 81], [9, 36, 81], [13, 0, 81], [15, 17, 81], [19, 9, 81], [30, 81, 36], [31, 81, 36], [32, 81, 36], [34, 81, 36], [35, 76, 36], [36, 81, 36], [37, 81, 36], [38, 81, 36], [39, 81, 36]]","[[2, 57, 63], [3, 25, 63], [4, 36, 63], [7, 0, 63], [8, 36, 63], [9, 36, 63], [13, 0, 63], [15, 17, 100], [19, 9, 100], [29, 81, 47], [30, 81, 47], [31, 81, 47], [32, 81, 47], [33, 81, 47], [34, 81, 47], [35, 76, 47], [36, 81, 47], [37, 81, 47], [38, 81, 47], [39, 81, 47]]","[[0, 0, 81], [1, 0, 81], [2, 57, 81], [3, 25, 81], [4, 36, 81], [6, 0, 81], [7, 0, 81], [8, 36, 64], [9, 36, 81], [13, 0, 81], [15, 17, 81], [19, 9, 81], [30, 81, 36], [31, 81, 36], [32, 81, 36], [34, 81, 36], [35, 76, 36], [36, 81, 36], [37, 81, 36], [38, 81, 36], [39, 81, 36]]","[  0   0  57  25  36  36   0   0  36  36  36  44  36   0  44  17  36  36
  42   9  81  81  62  81  81  76 119 101  81  81  81  81  81  81  81  76
  81  81  81  81]",0.425
MTL0s2,MTL1s2,MTL1,2,0.975000023841858,0.975,0.6100000143051147,0.4,0.75,0.4,"[[1, 41, 89], [2, 53, 89], [3, 53, 60], [4, 41, 89], [5, 41, 91], [6, 53, 60], [7, 53, 91], [8, 27, 91], [9, 53, 89], [10, 41, 89], [11, 6, 89], [16, 6, 89], [20, 106, 48], [29, 81, 48], [30, 89, 53], [31, 77, 48], [32, 89, 53], [33, 81, 48], [34, 91, 53], [35, 91, 53], [36, 81, 48], [37, 81, 48], [38, 91, 53], [39, 91, 53]]","[[1, 41, 107], [4, 41, 107], [6, 53, 107], [8, 27, 107], [10, 41, 107], [11, 6, 107], [12, 41, 107], [13, 41, 107], [15, 6, 107], [16, 6, 107]]","[[1, 41, 89], [2, 53, 89], [3, 53, 60], [4, 41, 89], [5, 41, 91], [6, 53, 60], [7, 53, 60], [8, 27, 91], [9, 53, 89], [10, 41, 89], [11, 6, 89], [16, 6, 89], [20, 106, 48], [29, 81, 48], [30, 89, 53], [31, 77, 48], [32, 89, 53], [33, 81, 48], [34, 91, 53], [35, 91, 53], [36, 81, 48], [37, 81, 48], [38, 91, 53], [39, 91, 53]]","[  2  41  53  53  41  41  53  53  27  53  41   6  41  41  27   6   6  53
  41  41 106  89  82  91  91  67  93  94  91  81  89  77  89  81  91  91
  81  81  91  91]",1.0
MTL0s2,MTL1s3,MTL1,3,0.949999988079071,0.95,0.5774999856948853,0.775,0.5,0.775,"[[10, 18, 83], [11, 18, 83], [12, 18, 83], [14, 1, 83], [15, 8, 83], [17, 18, 83], [18, 18, 83], [19, 18, 83], [24, 83, 18]]","[[1, 18, 63], [2, 18, 63], [4, 18, 63], [5, 18, 63], [7, 18, 63], [8, 18, 63], [9, 18, 63], [10, 18, 63], [11, 18, 63], [13, 18, 63], [14, 1, 63], [15, 8, 63], [17, 18, 63], [31, 83, 32], [34, 83, 32], [35, 83, 32], [36, 83, 32], [37, 83, 32], [38, 83, 32], [39, 83, 32]]","[[10, 18, 83], [11, 18, 83], [12, 18, 83], [14, 1, 83], [15, 8, 83], [17, 18, 61], [18, 18, 83], [19, 18, 83], [24, 83, 0]]","[10 18 18 18 18 18 18 18 18 18 18 18 18 18  1  8 54 18 18 18 77 77 83 83
 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83]",0.55
MTL0s2,MTL1s4,MTL1,4,0.975000023841858,0.975,0.5999999642372131,0.725,0.725,0.725,"[[4, 38, 94], [5, 18, 94], [8, 38, 94], [9, 37, 94], [11, 43, 94], [13, 38, 94], [15, 43, 94], [16, 3, 94], [17, 15, 94], [18, 37, 94], [24, 105, 18]]","[[8, 38, 112], [9, 37, 87], [11, 43, 112], [13, 38, 112], [15, 43, 112], [16, 3, 112], [17, 15, 87], [31, 62, 51], [32, 62, 51], [37, 62, 45], [38, 103, 45]]","[[4, 38, 94], [5, 18, 94], [8, 38, 94], [9, 37, 94], [11, 43, 94], [13, 38, 94], [15, 43, 94], [16, 3, 94], [17, 15, 94], [18, 37, 94], [24, 105, 105]]","[ 53  53   3  59  38  18  53  53  38  37  43  43  53  38  43  43   3  15
  37  53  94  64  60  94 105  94 109  60  94  62  94  62  62 103  92  94
  93  62 103  94]",0.5
MTL0s3,MTL0s0,MTL0,0,0.675000011920929,0.95,0.7587499618530273,0.8,1.0,0.825,"[[5, 25, 91], [8, 10, 91], [12, 29, 107], [15, 29, 107], [17, 29, 109], [18, 46, 107], [24, 91, 5], [38, 116, 29]]",[],"[[5, 25, 91], [8, 10, 91], [12, 29, 107], [15, 29, 107], [17, 29, 109], [18, 46, 107], [38, 116, 29]]","[ 19   5  19   5  49  25   5   5  10  10  25  29  29  29  36  29  25  29
  46  58  91  79  69  91  91  91  91  69  77  91  93 109 109  93 109 109
 110 109 116 109]",0.925
MTL0s3,MTL0s1,MTL0,1,0.4749999940395355,0.9,0.7299999594688416,0.825,1.0,0.9,"[[5, 25, 90], [17, 58, 110], [23, 79, 19], [24, 90, 19], [29, 90, 53], [35, 110, 53], [38, 110, 58]]",[],"[[17, 58, 110], [23, 79, 19], [35, 110, 53], [38, 110, 58]]","[  5  19  49  10  49  25  19  49  49  49  25  52  25  58  52  42  25  58
  42  58  91  71  75  79  90  81  75  62  62  90  94  99 114  99  99 110
  99  97 110 114]",0.8
MTL0s3,MTL0s2,MTL0,2,0.550000011920929,0.95,0.7137500047683716,0.9,1.0,0.9,"[[2, 1, 63], [6, 1, 91], [12, 48, 97], [19, 48, 97]]",[],"[[2, 1, 63], [6, 1, 91], [12, 48, 97], [19, 48, 97]]","[ 19  12   1  20  19  49   1   5  19  19  53  48  48  47  36  34  48  29
  42  48  67  70  82  67  60  73  82  63  70  70 101 117  86 101  94  99
 101 117  99 102]",0.925
MTL0s3,MTL0s3,MTL0,3,0.5,0.9,0.7212499976158142,0.9,1.0,1.0,"[[5, 10, 91], [17, 44, 97], [19, 42, 97], [24, 60, 5]]",[],[],"[ 21  49  21  21  49  10  19  10  49  21  43  53  53  33  53  53  53  44
  53  42  91  71  79  60  60  71  91  77  83  86 109 109 109 109 109 109
 109  93  99 109]",1.0
MTL0s3,MTL0s4,MTL0,4,0.675000011920929,0.85,0.7249999642372131,0.9,1.0,0.925,"[[8, 19, 71], [10, 48, 85], [17, 28, 114], [24, 60, 19]]",[],"[[5, 19, 70], [17, 28, 108], [24, 60, 19]]","[ 19  19  19  19  19  19  19  10  19  19  48  42  29  42  40  53  25  28
  42  41  91  91  91  60  60  71  62  91  75  82  97 103 114 103 103  92
 117 103 103  92]",0.875
MTL0s3,MTL0.2s0,MTL0.2,0,0.949999988079071,0.95,0.7475000023841858,0.85,1.0,0.85,"[[8, 10, 91], [15, 29, 107], [17, 47, 97], [24, 91, 5], [29, 75, 49], [36, 110, 34]]",[],"[[8, 10, 91], [15, 29, 107], [17, 47, 97], [24, 91, 16], [29, 75, 49], [36, 110, 34]]","[  2   5  19   5  49  10  10   5  10  10  25  34  25  54  36  29  25  47
  36  58  71  79  62  71  91  64  70  69  77  75  93 113 109  93 109 109
 110 109  94  94]",0.875
MTL0s3,MTL0.2s1,MTL0.2,1,0.949999988079071,0.9,0.75,0.75,1.0,0.8,"[[4, 20, 81], [5, 48, 91], [7, 20, 81], [8, 18, 81], [11, 40, 109], [13, 29, 109], [17, 47, 109], [19, 29, 109], [29, 60, 49], [38, 111, 42]]",[],"[[4, 20, 81], [7, 20, 60], [8, 18, 90], [11, 40, 109], [17, 47, 109], [19, 29, 109], [29, 60, 49], [38, 111, 42]]","[  5  19  20  59  20  48  19  20  18   5  25  40  42  29  36  42  42  47
  36  29  89  71  91  60  60  80  91  91  80  60 109 109 109 109 111 117
  99 109 111 117]",0.9
MTL0s3,MTL0.2s2,MTL0.2,2,0.949999988079071,0.925,0.7274999618530273,0.875,1.0,0.9,"[[1, 12, 91], [5, 19, 91], [8, 19, 91], [24, 91, 19], [29, 82, 49]]",[],"[[1, 12, 81], [8, 19, 91], [24, 91, 19], [29, 82, 49]]","[ 19  12  19  19  19  19  19  19  19  19  19  48  48  36  36  36  48  29
  29  48  67  82  82  60  91  66  82  70  70  82  95 109 109 114 102 117
 101 117  99 102]",0.875
MTL0s3,MTL0.2s3,MTL0.2,3,0.949999988079071,0.9,0.7450000047683716,0.825,1.0,0.825,"[[5, 19, 63], [7, 19, 90], [8, 19, 71], [12, 29, 109], [17, 29, 97], [19, 29, 109], [24, 60, 5]]",[],"[[5, 19, 63], [7, 19, 84], [8, 19, 71], [12, 29, 109], [17, 29, 97], [19, 29, 109], [24, 60, 5]]","[ 17  19  21  19  19  19  19  19  19  49  19  53  29  41  42  53  53  29
  53  29  91  79  79  87  60  79  91  77  70  71 109 109 109 109 106 109
  99  99  99 102]",0.975
MTL0s3,MTL0.2s4,MTL0.2,4,0.949999988079071,0.95,0.7362499833106995,0.775,1.0,0.775,"[[0, 1, 89], [2, 1, 81], [3, 1, 62], [5, 22, 60], [7, 22, 87], [10, 48, 85], [12, 29, 89], [34, 103, 53], [38, 103, 53]]",[],"[[0, 1, 89], [2, 1, 81], [3, 1, 62], [5, 22, 60], [7, 22, 87], [12, 29, 89], [17, 29, 109], [34, 103, 53], [38, 103, 53]]","[  1  21   1   1  19  22  19  22  49  19  48  42  29  42  42  53  25  29
  42  58  91  89  91  91  60  91  89  91  82  82  92  97 114 114 103  97
  99  97 103 114]",0.9
MTL0s3,MTL0.5s0,MTL0.5,0,0.925000011920929,0.95,0.762499988079071,0.9,1.0,0.925,"[[1, 18, 81], [5, 25, 91], [7, 5, 90], [24, 91, 5]]",[],"[[1, 18, 81], [5, 25, 91], [24, 91, 2]]","[ 19  18  49  10  49  25  19   5  19  17  25  36  36  36  54  54  25  44
  36  41  71  67  67  71  91  81  88  70  77  91 114 109 109 112 109 109
 110  94 109  94]",0.925
MTL0s3,MTL0.5s1,MTL0.5,1,0.949999988079071,0.925,0.7462499737739563,0.775,1.0,0.825,"[[2, 4, 74], [5, 25, 91], [8, 25, 91], [13, 29, 97], [17, 36, 97], [19, 36, 97], [23, 74, 39], [24, 91, 25], [38, 114, 53]]",[],"[[8, 25, 91], [13, 29, 97], [17, 36, 97], [19, 36, 97], [23, 74, 39], [24, 91, 25], [38, 114, 53]]","[ 20  19   4  59  10  25  19  25  25  25  25  36  36  29  36  36  36  36
  36  36  89  91  91  74  91  89  91  91  75  91  97  99  94  93 114 114
  97 118 114 114]",0.85
MTL0s3,MTL0.5s2,MTL0.5,2,0.975000023841858,0.975,0.7337499856948853,0.825,1.0,0.85,"[[0, 39, 66], [1, 12, 91], [5, 49, 91], [7, 19, 91], [12, 54, 91], [24, 91, 5], [29, 82, 49]]",[],"[[0, 39, 66], [1, 12, 91], [7, 19, 91], [12, 54, 91], [24, 91, 5], [29, 82, 49]]","[ 39  12  39  19  19  49  10  19  49  19  25  42  54  54  42  54  48  42
  42  42  89  82  82  60  91  66  82  70  82  82  95 117  86  86 117 117
 101 117 117 102]",0.85
MTL0s3,MTL0.5s3,MTL0.5,3,0.949999988079071,0.95,0.7337499856948853,0.9,1.0,0.925,"[[7, 19, 90], [8, 19, 91], [12, 19, 89], [24, 91, 19]]",[],"[[7, 19, 90], [8, 19, 91], [12, 19, 89]]","[ 19  19  19  21  19  35  19  19  19  19  19  53  19  58  54  54  53  42
  53  46  91  77  77  60  91  89  91  77  83  71 114 106 114 117  94 114
  94 106  99 114]",0.975
MTL0s3,MTL0.5s4,MTL0.5,4,0.975000023841858,0.95,0.731249988079071,0.8,1.0,0.825,"[[3, 1, 63], [5, 10, 91], [6, 20, 87], [10, 48, 63], [17, 29, 109], [24, 91, 5], [29, 82, 49], [34, 103, 53]]",[],"[[3, 1, 63], [5, 10, 91], [6, 20, 87], [10, 48, 63], [24, 91, 5], [29, 82, 49], [34, 103, 53]]","[ 19  20  19   1  19  10  20  19  19  19  48  48  53  53  53  53  48  29
  53  41  91  91  91  91  91  91  71  91  91  82  93  94 109  93 103 117
 109  94 109 109]",0.95
MTL0s3,MTL0.8s0,MTL0.8,0,0.949999988079071,0.925,0.7462499737739563,0.875,1.0,0.95,"[[5, 53, 91], [7, 19, 90], [17, 29, 97], [19, 41, 97], [24, 61, 19]]",[],"[[5, 53, 91], [19, 41, 97]]","[ 19  19  19  19  19  53  19  19  19  19  25  42  53  42  54  53  25  29
  53  41  89  89  91  71  61  91  88  69  69  91  96 109  99  99 109 109
  94 109 109  99]",0.925
MTL0s3,MTL0.8s1,MTL0.8,1,0.925000011920929,0.925,0.7237499952316284,0.85,1.0,0.85,"[[0, 1, 81], [2, 1, 81], [8, 1, 81], [9, 1, 81], [12, 36, 71], [17, 36, 97]]",[],"[[0, 1, 81], [2, 1, 81], [8, 1, 90], [9, 1, 81], [12, 36, 71], [17, 36, 97]]","[  1  19   1  59  10  53  19  25   1   1  25  36  36  36  36  36  36  36
  36  36  71  67  62  60  62  62  91  62  64  62  97  94  97  94 103 114
  94  97 114  97]",0.8
MTL0s3,MTL0.8s2,MTL0.8,2,1.0,0.95,0.7274999618530273,0.85,1.0,0.9,"[[1, 5, 91], [5, 53, 91], [6, 39, 91], [7, 19, 91], [23, 89, 14], [24, 91, 19]]",[],"[[6, 39, 91], [7, 19, 91], [23, 89, 14], [24, 91, 19]]","[ 21   5   8  19  19  53  39  19  19  19  53  42  53  41  42  53  42  42
  29  42  89  64  88  89  91  66  82  88  88  89  94  94 109 117  94  99
  94  94  99 111]",0.925
MTL0s3,MTL0.8s3,MTL0.8,3,0.949999988079071,0.925,0.7299999594688416,0.925,1.0,0.95,"[[7, 19, 90], [8, 19, 91], [24, 91, 19]]",[],"[[7, 19, 90], [8, 19, 91]]","[ 19  19  19  19  19  25  19  19  19  19  19  53  25  58  53  53  25  42
  53  53  88  77  77  60  91  89  77  77  77  89  94 117 117 117  94  94
 117  94 117  94]",0.95
MTL0s3,MTL0.8s4,MTL0.8,4,0.975000023841858,0.95,0.762499988079071,0.875,1.0,0.9,"[[5, 25, 91], [6, 5, 91], [8, 1, 91], [24, 87, 5], [29, 62, 49]]",[],"[[5, 25, 91], [6, 5, 91], [8, 1, 91], [29, 62, 49]]","[17 20 20 20 19 25  5 19  1 17 19 36 48 36 36 36 48 29 36 58 91 91 79 91
 87 88 88 88 75 62 94 99 94 94 94 93 94 99 99 94]",0.925
MTL0s3,MTL1s0,MTL1,0,0.925000011920929,0.925,0.59375,0.775,0.9,0.8,"[[11, 25, 97], [12, 25, 97], [13, 25, 97], [14, 14, 97], [17, 25, 97], [19, 25, 97], [22, 112, 25], [23, 97, 25], [24, 97, 25]]","[[5, 25, 90], [14, 14, 90], [23, 97, 24], [24, 97, 24]]","[[11, 25, 97], [12, 25, 97], [13, 25, 97], [14, 14, 97], [19, 25, 97], [22, 112, 25], [23, 97, 25], [24, 97, 0]]","[ 25  25  25  25  25  25  25  25  25  25  25  25  25  25  14  25  25  25
  25  25  97  97 112  97  97  97  63  63  97  97  97  97  97  97  97  92
  97 110  97  97]",0.725
MTL0s3,MTL1s1,MTL1,1,0.949999988079071,0.925,0.5649999976158142,0.775,0.6,0.8,"[[2, 57, 81], [4, 36, 81], [5, 36, 81], [8, 36, 81], [9, 36, 81], [13, 0, 81], [15, 17, 81], [19, 9, 81], [39, 81, 36]]","[[2, 57, 63], [4, 36, 63], [5, 36, 115], [8, 36, 63], [9, 36, 63], [13, 0, 63], [15, 17, 100], [19, 9, 100], [26, 119, 47], [30, 81, 47], [32, 81, 47], [33, 81, 47], [35, 76, 47], [36, 81, 47], [37, 81, 47], [39, 81, 47]]","[[2, 57, 81], [4, 36, 81], [5, 36, 62], [9, 36, 81], [13, 0, 81], [15, 17, 81], [19, 9, 81], [39, 81, 36]]","[  0   0  57  25  36  36   0   0  36  36  36  44  36   0  44  17  36  36
  42   9  81  81  62  81  81  76 119 101  81  81  81  81  81  81  81  76
  81  81  81  81]",0.6
MTL0s3,MTL1s2,MTL1,2,0.975000023841858,0.975,0.6100000143051147,0.475,0.75,0.475,"[[1, 41, 89], [2, 53, 89], [3, 53, 60], [4, 41, 89], [5, 41, 91], [6, 53, 60], [7, 53, 91], [8, 27, 91], [9, 53, 89], [10, 41, 89], [11, 6, 89], [12, 41, 89], [15, 6, 89], [16, 6, 89], [20, 106, 48], [26, 93, 48], [30, 89, 53], [32, 89, 53], [34, 91, 53], [38, 91, 53], [39, 91, 53]]","[[1, 41, 107], [4, 41, 107], [8, 27, 107], [10, 41, 107], [11, 6, 107], [12, 41, 107], [15, 6, 107], [16, 6, 107], [18, 41, 107], [24, 91, 39]]","[[1, 41, 89], [2, 53, 89], [3, 53, 60], [4, 41, 89], [5, 41, 91], [6, 53, 60], [7, 53, 60], [8, 27, 91], [9, 53, 89], [10, 41, 89], [11, 6, 89], [12, 41, 89], [15, 6, 89], [16, 6, 89], [20, 106, 48], [26, 93, 48], [30, 89, 53], [32, 89, 53], [34, 91, 53], [38, 91, 53], [39, 91, 53]]","[  2  41  53  53  41  41  53  53  27  53  41   6  41  41  27   6   6  53
  41  41 106  89  82  91  91  67  93  94  91  81  89  77  89  81  91  91
  81  81  91  91]",1.0
