agent,name,model,seed,test_clf_acc,test_1nn_acc,test_triplet_acc,NINO_ds_acc,NIFO_ds_acc,rNINO_ds_acc,NINO_ds_err,NIFO_ds_err,rNINO_ds_err,NIs,NI_acc
MTL0s2,MTL1s0,MTL1,0,0.949999988079071,0.9,0.6337499618530273,0.825,0.9,0.825,"[[12, 18, 85], [17, 51, 115], [19, 51, 115], [31, 69, 20], [32, 106, 27], [36, 103, 51], [38, 110, 51]]","[[3, 20, 90], [14, 31, 91], [16, 18, 99], [24, 64, 12]]","[[5, 21, 75], [12, 18, 85], [19, 51, 115], [31, 69, 20], [32, 106, 27], [36, 103, 51], [38, 110, 51]]","[  3  19  23  20  18  21   6   7  17  14  25  51  18  58  31  36  18  51
  27  51  77  79  79  63  64  69  69  77  69  63  95  69 106 114 117  92
 103  93 110  92]",0.5
MTL0s2,MTL1s1,MTL1,1,0.925000011920929,0.975,0.6137499809265137,0.85,0.975,0.85,"[[5, 38, 77], [11, 30, 102], [12, 27, 89], [24, 117, 3], [32, 118, 40], [36, 103, 40]]","[[13, 30, 63]]","[[5, 38, 77], [11, 30, 102], [12, 27, 89], [24, 117, 0], [32, 118, 40], [36, 103, 40]]","[ 14  19  21  59  40  38  18   5  21  21  25  30  27  30  36  36  25  27
  57  46  91  79  79  65 117  65  69  69  81  77 118  92 118 111 118  92
 103  92  99 103]",0.575
MTL0s2,MTL1s2,MTL1,2,0.925000011920929,0.925,0.6187499761581421,0.775,0.975,0.8,"[[1, 51, 80], [2, 51, 114], [5, 51, 88], [6, 20, 63], [7, 20, 90], [17, 51, 99], [18, 57, 63], [19, 56, 114], [39, 63, 33]]","[[1, 51, 62]]","[[1, 51, 80], [2, 51, 114], [5, 51, 60], [6, 20, 63], [17, 51, 70], [18, 57, 63], [19, 56, 114], [39, 63, 33]]","[ 21  51  51  21   2  51  20  20  21  21  43  29  21  51  51  53  51  51
  57  56  67  89  63  89  63  75  91  63  63  63  95  97  97 106 118 101
 111  97 101  63]",0.7625
MTL0s2,MTL1s3,MTL1,3,0.925000011920929,0.925,0.6337499618530273,0.75,0.875,0.75,"[[1, 23, 67], [4, 24, 84], [5, 18, 84], [7, 24, 84], [8, 37, 84], [10, 36, 107], [12, 33, 107], [17, 44, 115], [34, 106, 33], [35, 93, 42]]","[[2, 21, 63], [4, 24, 104], [7, 24, 98], [8, 37, 112], [19, 56, 90]]","[[1, 23, 67], [4, 24, 84], [5, 18, 84], [7, 24, 76], [8, 37, 71], [10, 36, 107], [12, 33, 107], [17, 44, 99], [34, 106, 33], [35, 93, 42]]","[ 59  23  21  59  24  18   0  24  37  21  36  42  33  58  42  58  53  44
  52  56  91  65  79  65  73  73  61  82  61  70  93  76 115  93 106  93
  93  93  99 102]",0.4625
MTL0s2,MTL1s4,MTL1,4,0.949999988079071,0.95,0.6274999976158142,0.75,0.9,0.775,"[[1, 39, 66], [3, 0, 63], [12, 39, 63], [13, 37, 66], [17, 34, 99], [19, 44, 89], [31, 69, 32], [32, 69, 32], [35, 103, 32], [39, 114, 33]]","[[13, 37, 104], [19, 44, 104], [35, 103, 52], [37, 82, 52]]","[[1, 39, 66], [3, 0, 63], [12, 39, 63], [13, 37, 66], [19, 44, 89], [31, 69, 32], [32, 69, 32], [35, 103, 32], [39, 114, 33]]","[ 39  39  39   0  21  37   2   7  20  23  25  27  39  37  25  42  25  34
  29  44  85  89  69  89  66  69  69  69  69  69 111  69  69 103 103 103
  99  82  99 114]",0.55
MTL0s3,MTL0s0,MTL0,0,0.4749999940395355,0.85,0.706250011920929,0.775,1.0,0.825,"[[7, 1, 84], [8, 22, 72], [16, 36, 107], [24, 60, 5], [25, 69, 5], [34, 119, 29], [35, 92, 58], [38, 119, 29], [39, 119, 58]]",[],"[[7, 1, 61], [8, 22, 88], [16, 36, 107], [24, 60, 5], [25, 69, 5], [35, 92, 58], [39, 119, 58]]","[ 39  19  39  16   3   5   6   1  22  35  25  29  25  42  36  29  36  34
  42  58  71  71  79  71  60  69  69  69  69  79  95 113 109  95 119  92
 103 117 119 119]",0.5
MTL0s3,MTL0s1,MTL0,1,0.4749999940395355,0.9,0.7099999785423279,0.825,1.0,0.9,"[[2, 14, 74], [7, 5, 90], [8, 21, 72], [12, 27, 91], [13, 41, 104], [23, 81, 4], [24, 64, 25]]",[],"[[8, 21, 72], [12, 27, 91], [13, 41, 104], [23, 81, 4]]","[ 21  19  14  59  25  59  19   5  21  21  25  42  27  41  36  44  25  44
  42  46  91  71  62  81  64  81  69  69  81  71  95 110  93  93 118 110
  95  92  99 114]",0.6625
MTL0s3,MTL0s2,MTL0,2,0.4749999940395355,0.85,0.70374995470047,0.8,1.0,0.85,"[[5, 1, 91], [7, 5, 90], [8, 20, 90], [17, 29, 99], [23, 89, 5], [25, 75, 5], [27, 63, 1], [32, 97, 40]]",[],"[[2, 23, 87], [8, 20, 90], [23, 89, 5], [25, 75, 5], [27, 63, 1], [32, 97, 40]]","[ 21  12  23  21  21   1  18   5  20  21  53  29  48  42  29  29  29  29
  42  46  91  89  70  89  91  75  76  63  91  70  95 113  97  97  99  99
 101  97  99 102]",0.675
MTL0s3,MTL0s3,MTL0,3,0.550000011920929,0.9,0.7274999618530273,0.9,1.0,1.0,"[[5, 10, 91], [7, 5, 90], [17, 53, 99], [24, 61, 5]]",[],[],"[ 18  19  10  59  10  10  17   5  19  21  43  53  30  58  53  53  53  53
  42  46  91  79  79  60  61  74  61  79  79  70 101  93 117 117  99 117
 117  93 117 102]",0.9375
MTL0s3,MTL0s4,MTL0,4,0.5250000357627869,0.875,0.7162500023841858,0.775,1.0,0.8,"[[5, 39, 71], [7, 7, 90], [8, 20, 62], [9, 23, 91], [11, 48, 99], [17, 42, 99], [19, 48, 114], [30, 92, 41], [32, 111, 36]]",[],"[[5, 39, 60], [7, 7, 60], [8, 20, 62], [11, 48, 99], [17, 42, 99], [19, 48, 114], [30, 92, 41], [32, 111, 36]]","[  0  21  20  20  21  39  19   7  20  23  25  48  48  58  29  41  25  42
  42  48  85  89  79  60  62  91  91  69  91  69  92 110 111 103 103 103
 117  92  99 103]",0.5875
MTL0s3,MTL0.2s0,MTL0.2,0,0.949999988079071,0.875,0.7162500023841858,0.725,1.0,0.8,"[[2, 39, 91], [3, 16, 61], [4, 48, 91], [5, 33, 61], [7, 1, 84], [8, 17, 72], [24, 60, 5], [25, 69, 5], [32, 111, 48], [38, 119, 29], [39, 119, 58]]",[],"[[2, 39, 91], [3, 16, 61], [4, 48, 91], [5, 33, 65], [24, 60, 5], [25, 69, 5], [32, 111, 48], [39, 119, 58]]","[ 39  20  39  16  48  33   6   1  17  19  25  29  25  42  36  29  25  34
  42  58  67  79  79  71  60  69  69  69  61  79  95 109 111  95 117 106
 103 117 119 119]",0.575
MTL0s3,MTL0.2s1,MTL0.2,1,0.9000000357627869,0.875,0.7224999666213989,0.8,1.0,0.825,"[[5, 43, 77], [7, 17, 90], [8, 10, 89], [13, 36, 109], [15, 44, 102], [23, 67, 4], [31, 110, 30], [35, 110, 42]]",[],"[[5, 43, 88], [8, 10, 89], [13, 36, 109], [15, 44, 102], [23, 67, 4], [31, 110, 30], [35, 110, 42]]","[ 21  20  18  59  25  43  49  17  10  49  25  42  36  36  36  44  25  44
  42  46  91  79  79  67  91  64  77  69  81  71  95 110  93 111 114 110
  95  92 111 114]",0.6
MTL0s3,MTL0.2s2,MTL0.2,2,0.925000011920929,0.9,0.6962499618530273,0.875,1.0,0.925,"[[7, 19, 90], [13, 51, 117], [17, 42, 117], [23, 89, 5], [27, 63, 0]]",[],"[[13, 51, 117], [23, 89, 5], [27, 63, 0]]","[ 19  12  12  12  18  42  18  19  20  21  53  29  48  51  29  29  29  42
  42  29  89  89  70  89  60  60  61  63  61  70  95  99 109  97  99  99
  95  97  99  97]",0.675
MTL0s3,MTL0.2s3,MTL0.2,3,0.925000011920929,0.925,0.7124999761581421,0.875,1.0,0.9,"[[5, 10, 91], [7, 19, 90], [17, 42, 99], [24, 61, 5], [25, 64, 19]]",[],"[[5, 10, 91], [17, 42, 97], [24, 61, 5], [25, 64, 19]]","[ 18  19  10  59  10  10  18  19  19  21  43  42  30  42  53  53  25  42
  42  46  91  79  79  87  61  64  61  82  79  70 117 109 117 102 102 102
 101  93 117 102]",0.875
MTL0s3,MTL0.2s4,MTL0.2,4,0.975000023841858,0.925,0.71875,0.8,1.0,0.825,"[[5, 39, 71], [7, 7, 87], [9, 49, 91], [11, 48, 99], [17, 42, 99], [19, 48, 114], [30, 111, 41], [32, 111, 42]]",[],"[[5, 39, 60], [9, 49, 91], [11, 48, 99], [17, 42, 99], [19, 48, 114], [30, 111, 41], [32, 111, 42]]","[ 39  21   1  20  21  39  19   7  20  49  53  48  48  42  36  29  25  42
  42  48  89  89  79  89  66  91  75  69  69  69 111 113 111 103 103 103
 117  92  99 103]",0.55
MTL0s3,MTL0.5s0,MTL0.5,0,0.949999988079071,0.9,0.7299999594688416,0.85,1.0,0.85,"[[2, 39, 91], [3, 16, 61], [8, 17, 72], [35, 92, 58], [38, 119, 29], [39, 119, 58]]",[],"[[2, 39, 91], [3, 16, 61], [8, 17, 72], [35, 92, 58], [38, 119, 29], [39, 119, 58]]","[ 39  19  39  16  49  25   6  19  17  17  25  29  25  42  58  29  25  29
  42  58  89  79  69  71  60  69  69  69  61  69  95 109 106  95 117  92
  95 117 119 119]",0.6375
MTL0s3,MTL0.5s1,MTL0.5,1,0.925000011920929,0.925,0.7162500023841858,0.8,1.0,0.8,"[[5, 43, 77], [7, 17, 90], [8, 21, 89], [12, 27, 91], [13, 36, 114], [15, 44, 102], [23, 67, 4], [35, 110, 42]]",[],"[[5, 43, 77], [8, 21, 89], [12, 27, 91], [13, 36, 114], [15, 44, 102], [23, 67, 4], [35, 110, 42], [38, 94, 29]]","[ 21  19  18  59  25  43  49  17  21  49  25  42  27  36  36  44  25  44
  42  46  91  79  79  67  91  64  77  69  81  71  95 110  93 110 114 110
 111  92  94 114]",0.5875
MTL0s3,MTL0.5s2,MTL0.5,2,0.925000011920929,0.9,0.706250011920929,0.9,1.0,0.925,"[[13, 51, 117], [17, 42, 99], [23, 89, 5], [32, 109, 40]]",[],"[[13, 51, 117], [23, 89, 5], [32, 109, 40]]","[ 21  19  21  19  19   0  19  19  20  21  27  29  48  51  29  29  29  42
  42  29  89  89  61  89  60  60  61  70  61  70  95  99 109  97  99  99
  95  97  99  97]",0.7
MTL0s3,MTL0.5s3,MTL0.5,3,0.925000011920929,0.9,0.7249999642372131,0.8,1.0,0.9,"[[5, 10, 91], [6, 10, 91], [7, 19, 90], [8, 14, 72], [13, 47, 102], [17, 41, 99], [24, 61, 5], [25, 64, 19]]",[],"[[5, 10, 91], [6, 10, 91], [24, 61, 5], [25, 64, 19]]","[ 19  19  21  59  10  10  10  19  14  21  25  42  30  47  53  53  25  41
  42  46  91  79  79  60  61  64  61  70  79  70 117 106 117 117 106 102
 117  93 117 114]",0.8875
MTL0s3,MTL0.5s4,MTL0.5,4,0.975000023841858,0.925,0.737500011920929,0.825,1.0,0.85,"[[9, 49, 91], [11, 48, 99], [17, 42, 99], [24, 89, 39], [26, 64, 53], [32, 114, 42], [34, 103, 42]]",[],"[[9, 49, 91], [11, 48, 99], [24, 89, 39], [26, 64, 53], [32, 114, 42], [34, 103, 42]]","[ 39  21   1  20  19  19  19  19  16  49  53  48  48  42  36  42  25  42
  42  44  89  89  91  89  89  91  64  69  69  69  92 114 114 103 103 103
 117 103 103 103]",0.5
MTL0s3,MTL0.8s0,MTL0.8,0,0.949999988079071,0.9,0.7362499833106995,0.825,1.0,0.825,"[[2, 39, 91], [3, 16, 61], [9, 35, 91], [17, 29, 97], [35, 92, 58], [38, 119, 29], [39, 119, 29]]",[],"[[2, 39, 91], [3, 16, 61], [7, 19, 61], [17, 29, 97], [35, 92, 58], [38, 119, 29], [39, 119, 29]]","[ 39  19  39  16  25  25   6  19  17  35  25  29  25  58  58  44  25  29
  42  58  89  89  69  71  60  69  69  69  75  69  95 109 106  95 117  92
 103 117 119 119]",0.6
MTL0s3,MTL0.8s1,MTL0.8,1,0.925000011920929,0.95,0.7137500047683716,0.85,1.0,0.875,"[[5, 43, 77], [7, 17, 90], [15, 44, 102], [23, 67, 4], [31, 114, 30], [35, 110, 42]]",[],"[[5, 43, 77], [15, 44, 102], [23, 67, 4], [31, 114, 30], [35, 110, 42]]","[ 21  19  18  59  25  43  49  17  14  49  25  42  25  42  36  44  25  44
  42  46  91  79  79  67  91  62  77  69  81  71  95 114 110 110 114 110
 111  92  94 103]",0.6375
MTL0s3,MTL0.8s2,MTL0.8,2,0.925000011920929,0.875,0.7124999761581421,0.9,0.975,0.925,"[[4, 6, 81], [13, 51, 117], [17, 42, 99], [32, 109, 40]]","[[4, 6, 105]]","[[5, 0, 70], [13, 51, 117], [32, 109, 40]]","[ 21  12   2  19   6   0  25  19  19  21  48  29  48  51  29  29  29  42
  42  46  89  89  61  89  91  60  61  70  61  70  95  94 109  97  99  99
  95  97  99  97]",0.7125
MTL0s3,MTL0.8s3,MTL0.8,3,0.925000011920929,0.925,0.7162500023841858,0.9,1.0,0.9,"[[5, 25, 91], [6, 10, 91], [8, 14, 72], [24, 61, 5]]",[],"[[5, 25, 91], [6, 10, 91], [7, 17, 60], [24, 61, 5]]","[ 19  19  21  59  10  25  10  17  14  21  25  42  18  42  53  53  25  42
  42  46  91  79  79  60  61  91  81  70  79  70 117 109 117 117 117 102
 117  93 117 114]",0.8625
MTL0s3,MTL0.8s4,MTL0.8,4,0.949999988079071,0.925,0.7400000095367432,0.85,1.0,0.875,"[[9, 49, 91], [11, 48, 99], [17, 42, 99], [30, 92, 41], [32, 114, 42], [34, 103, 42]]",[],"[[9, 49, 91], [11, 48, 99], [30, 92, 41], [32, 114, 42], [34, 103, 42]]","[ 39  21   1  20  19  25  19  19  16  49  53  48  48  42  36  42  25  42
  42  44  85  89  88  89  66  79  91  69  69  61  92 114 114 103 103 103
 117 103 103 103]",0.525
MTL0s3,MTL1s0,MTL1,0,0.949999988079071,0.9,0.6337499618530273,0.875,0.975,0.9,"[[7, 7, 85], [14, 31, 115], [17, 51, 115], [19, 51, 115], [35, 92, 58]]","[[17, 51, 90]]","[[14, 31, 115], [17, 51, 90], [19, 51, 115], [35, 92, 58]]","[  3  19  23  20  18  21   6   7  17  14  25  51  18  58  31  36  18  51
  27  51  77  79  79  63  64  69  69  77  69  63  95  69 106 114 117  92
 103  93 110  92]",0.5
MTL0s3,MTL1s1,MTL1,1,0.925000011920929,0.975,0.6137499809265137,0.875,0.925,0.85,"[[5, 38, 77], [12, 27, 89], [17, 27, 89], [30, 118, 40], [32, 118, 40]]","[[4, 40, 105], [8, 21, 105], [24, 117, 4]]","[[5, 38, 77], [12, 27, 89], [17, 27, 89], [24, 117, 0], [30, 118, 40], [32, 118, 40]]","[ 14  19  21  59  40  38  18   5  21  21  25  30  27  30  36  36  25  27
  57  46  91  79  79  65 117  65  69  69  81  77 118  92 118 111 118  92
 103  92  99 103]",0.55
MTL0s3,MTL1s2,MTL1,2,0.925000011920929,0.925,0.6187499761581421,0.8,0.825,0.8,"[[1, 51, 80], [2, 51, 114], [5, 51, 88], [7, 20, 90], [16, 51, 63], [17, 51, 99], [32, 97, 32], [39, 63, 33]]","[[1, 51, 62], [5, 51, 100], [7, 20, 62], [14, 51, 84], [16, 51, 103], [17, 51, 100], [24, 63, 16]]","[[1, 51, 80], [2, 51, 114], [5, 51, 60], [7, 20, 60], [16, 51, 63], [17, 51, 70], [32, 97, 32], [39, 63, 33]]","[ 21  51  51  21   2  51  20  20  21  21  43  29  21  51  51  53  51  51
  57  56  67  89  63  89  63  75  91  63  63  63  95  97  97 106 118 101
 111  97 101  63]",0.4625
MTL0s3,MTL1s3,MTL1,3,0.925000011920929,0.925,0.6337499618530273,0.8,0.975,0.85,"[[1, 23, 67], [4, 24, 84], [7, 24, 84], [8, 37, 84], [12, 33, 107], [17, 44, 115], [24, 73, 8], [32, 115, 56]]","[[17, 44, 104]]","[[1, 23, 67], [4, 24, 84], [12, 33, 107], [17, 44, 99], [24, 73, 8], [32, 115, 56]]","[ 59  23  21  59  24  18   0  24  37  21  36  42  33  58  42  58  53  44
  52  56  91  65  79  65  73  73  61  82  61  70  93  76 115  93 106  93
  93  93  99 102]",0.7625
MTL0s3,MTL1s4,MTL1,4,0.949999988079071,0.95,0.6274999976158142,0.85,0.875,0.9,"[[5, 37, 85], [8, 20, 64], [17, 34, 99], [23, 89, 24], [24, 66, 39], [32, 69, 32]]","[[8, 20, 100], [11, 27, 104], [13, 37, 104], [19, 44, 104], [24, 66, 35]]","[[5, 37, 85], [8, 20, 64], [23, 89, 24], [32, 69, 32]]","[ 39  39  39   0  21  37   2   7  20  23  25  27  39  37  25  42  25  34
  29  44  85  89  69  89  66  69  69  69  69  69 111  69  69 103 103 103
  99  82  99 114]",0.5
MTL0s4,MTL0s0,MTL0,0,0.4749999940395355,0.85,0.706250011920929,0.8,1.0,0.875,"[[1, 19, 91], [4, 3, 71], [5, 5, 84], [6, 6, 61], [7, 1, 84], [8, 22, 72], [9, 35, 71], [34, 119, 29]]",[],"[[1, 19, 91], [5, 5, 60], [6, 6, 61], [7, 1, 61], [9, 35, 71]]","[ 39  19  39  16   3   5   6   1  22  35  25  29  25  42  36  29  36  34
  42  58  71  71  79  71  60  69  69  69  69  79  95 113 109  95 119  92
 103 117 119 119]",0.65
MTL0s4,MTL0s1,MTL0,1,0.4749999940395355,0.9,0.7099999785423279,0.875,1.0,0.9,"[[2, 14, 74], [5, 59, 90], [7, 5, 90], [12, 27, 91], [32, 93, 36]]",[],"[[2, 14, 80], [5, 59, 69], [12, 27, 91], [32, 93, 36]]","[ 21  19  14  59  25  59  19   5  21  21  25  42  27  41  36  44  25  44
  42  46  91  71  62  81  64  81  69  69  81  71  95 110  93  93 118 110
  95  92  99 114]",0.7125
MTL0s4,MTL0s2,MTL0,2,0.4749999940395355,0.85,0.70374995470047,0.75,1.0,0.775,"[[1, 12, 91], [2, 23, 63], [3, 21, 63], [7, 5, 90], [17, 29, 99], [26, 76, 1], [27, 63, 1], [32, 97, 40], [35, 99, 47], [39, 102, 33]]",[],"[[1, 12, 67], [2, 23, 87], [3, 21, 63], [7, 5, 84], [26, 76, 1], [27, 63, 1], [32, 97, 40], [35, 99, 47], [39, 102, 33]]","[ 21  12  23  21  21   1  18   5  20  21  53  29  48  42  29  29  29  29
  42  46  91  89  70  89  91  75  76  63  91  70  95 113  97  97  99  99
 101  97  99 102]",0.625
MTL0s4,MTL0s3,MTL0,3,0.550000011920929,0.9,0.7274999618530273,0.725,1.0,0.75,"[[2, 10, 81], [4, 10, 84], [5, 10, 91], [6, 17, 91], [7, 5, 90], [8, 19, 72], [9, 21, 91], [10, 43, 85], [17, 53, 99], [24, 61, 5], [25, 74, 19]]",[],"[[2, 10, 81], [4, 10, 84], [5, 10, 61], [6, 17, 91], [7, 5, 60], [8, 19, 72], [9, 21, 91], [10, 43, 85], [17, 53, 97], [25, 74, 19]]","[ 18  19  10  59  10  10  17   5  19  21  43  53  30  58  53  53  53  53
  42  46  91  79  79  60  61  74  61  79  79  70 101  93 117 117  99 117
 117  93 117 102]",0.5125
MTL0s4,MTL0s4,MTL0,4,0.5250000357627869,0.875,0.7162500023841858,0.875,1.0,0.95,"[[1, 21, 88], [4, 21, 60], [5, 39, 71], [7, 7, 90], [9, 23, 91]]",[],"[[5, 39, 60], [7, 7, 60]]","[  0  21  20  20  21  39  19   7  20  23  25  48  48  58  29  41  25  42
  42  48  85  89  79  60  62  91  91  69  91  69  92 110 111 103 103 103
 117  92  99 103]",0.9375
MTL0s4,MTL0.2s0,MTL0.2,0,0.949999988079071,0.875,0.7162500023841858,0.775,1.0,0.8,"[[2, 39, 91], [4, 48, 91], [5, 33, 61], [6, 6, 61], [7, 1, 84], [8, 17, 72], [19, 58, 107], [31, 109, 48], [35, 106, 58]]",[],"[[2, 39, 91], [4, 48, 91], [5, 33, 65], [6, 6, 61], [8, 17, 88], [19, 58, 107], [31, 109, 48], [35, 106, 58]]","[ 39  20  39  16  48  33   6   1  17  19  25  29  25  42  36  29  25  34
  42  58  67  79  79  71  60  69  69  69  61  79  95 109 111  95 117 106
 103 117 119 119]",0.625
