img_id,label,head size,body size,tail size,texture
000.png,0,0.2683684989662376,0.38623770302273386,0.2370332859430294,0.7629667140569705
001.png,0,0.206475445608883,0.4609328304134111,0.149462944556108,0.8505370554438919
002.png,1,0.6561009230999377,0.4109577704117495,0.10734570681052,0.89265429318948
003.png,0,0.2086270312682441,0.32542995854301576,0.7855370072367183,0.2144629927632816
004.png,0,0.2779904789230242,0.7057651515088366,0.7444784814472527,0.2555215185527473
005.png,1,0.6756022735072446,0.28040460084207675,0.1706812290876672,0.8293187709123327
006.png,0,0.3022229226399768,0.5866890616910916,0.7819728707536254,0.2180271292463746
007.png,1,0.717738837430962,0.36665108096230137,0.922592752040338,0.0774072479596621
008.png,1,0.7965485557361284,0.45779972022318804,0.8159642174796541,0.1840357825203459
009.png,1,0.4892321523172905,0.5287417931466087,0.7424036836693398,0.2575963163306602
010.png,0,0.34934309817374803,0.8547852260540593,0.8328824493582135,0.1671175506417865
011.png,1,0.6461252824112204,0.44560628533217556,0.842645653770065,0.157354346229935
012.png,1,0.6384541650559991,0.43656030045186045,0.0992061783924553,0.9007938216075444
013.png,1,0.582700097615485,0.2668775308131837,0.7387194342319985,0.2612805657680014
014.png,1,0.6804525273676447,0.34474279407463976,0.1172411346157097,0.8827588653842903
015.png,1,0.63066224434486,0.46808653862529936,0.8290487437247989,0.1709512562752011
016.png,1,0.633171851234453,0.24599531353348333,0.2665952615424281,0.7334047384575718
017.png,0,0.26230171487904436,0.7034742670675121,0.8739412802226096,0.1260587197773903
018.png,0,0.14827626968926771,0.49667877118695297,0.0334662561574199,0.96653374384258
019.png,1,0.6408173942075485,0.4985836764348751,0.1422383670973514,0.8577616329026485
020.png,0,0.26418626148651747,0.5930875053991228,0.7230225095958551,0.2769774904041449
021.png,1,0.6055648684495764,0.23966899902991778,0.8264766669747667,0.1735233330252331
022.png,0,0.3677660324602298,0.6911035869763923,0.7662813084107409,0.2337186915892589
023.png,0,0.36608252338981445,0.74918881806441,0.1919381894934901,0.8080618105065097
024.png,1,0.7411294685889062,0.48563590982745247,0.1635528259913583,0.8364471740086417
025.png,1,0.4808014126994574,0.4357058218806455,0.2914550997970342,0.7085449002029657
026.png,0,0.299633742953295,0.5210987293122371,0.1084255007259667,0.8915744992740332
027.png,0,0.4832761000027244,0.6097820049376822,0.2265057679896258,0.773494232010374
028.png,0,0.3664103290387795,0.502614589348988,0.1654263163813348,0.8345736836186651
029.png,0,0.44069362148944713,0.5891654106575026,0.2048126599109023,0.7951873400890976
030.png,0,0.48246026590289265,0.6143959913380692,0.3307192423183732,0.6692807576816266
031.png,0,0.3886730522643079,0.5842323440570935,0.9169663625382556,0.0830336374617441
032.png,0,0.47511497182822354,0.8650067078702115,0.119629543999862,0.8803704560001381
033.png,1,0.6586340281952384,0.297578773128832,0.7833316168585033,0.2166683831414967
034.png,0,0.2020171427291657,0.5894955027966594,0.2426769344226687,0.7573230655773313
035.png,0,0.44547421534502657,0.5105772390004096,0.3497611283975305,0.6502388716024695
036.png,1,0.5291248251160738,0.43254209057658005,0.1606101274433928,0.8393898725566071
037.png,0,0.18523262045854424,0.7632063303945719,0.292271508394805,0.7077284916051949
038.png,0,0.3478139536629408,0.6785458162746321,0.2249505884157575,0.7750494115842423
039.png,1,0.804521506469489,0.4693393097360378,0.886534712705738,0.1134652872942619
040.png,0,0.6517220140479566,0.5640176286612751,0.0404853129421246,0.9595146870578752
041.png,0,0.2869653560404178,0.721180100386076,0.8091305735302399,0.1908694264697601
042.png,1,0.5154909882264472,0.5673941534537679,0.8304855922473322,0.1695144077526676
043.png,1,0.557961874177209,0.4022442613111317,0.7623387742533961,0.2376612257466038
044.png,0,0.4009259283397038,0.44716370374496317,0.8876427826111566,0.1123572173888433
045.png,1,0.7032240615392689,0.4195094436989857,0.2654739708899434,0.7345260291100564
