img_id,label,head size,body size,tail size,texture
000.png,0,0.0372782987629889,0.3344815320123351,0.2370332859430294,0.7629667140569705
001.png,0,0.3489379296370939,0.4783660539395117,0.149462944556108,0.8505370554438919
002.png,0,0.3820753546451191,0.6666962166917348,0.10734570681052,0.89265429318948
003.png,1,0.4544653903257687,0.6162816782147651,0.7855370072367183,0.2144629927632816
004.png,1,0.5720107216629483,0.4010977203363491,0.7444784814472527,0.2555215185527473
005.png,0,0.2872013960565771,0.5067606477521189,0.1706812290876672,0.8293187709123327
006.png,0,0.0912114432244632,0.6148478009097106,0.7819728707536254,0.2180271292463746
007.png,1,0.6882485370959612,0.9511455679802994,0.922592752040338,0.0774072479596621
008.png,0,0.4007166015089664,0.4165783523100561,0.8159642174796541,0.1840357825203459
009.png,1,0.8895059250966325,0.7093065233328512,0.7424036836693398,0.2575963163306602
010.png,1,0.5999126148863387,0.6141065925927165,0.8328824493582135,0.1671175506417865
011.png,1,0.5949614459998863,0.6191728123977002,0.842645653770065,0.157354346229935
012.png,0,0.3073102699471101,0.441909611700869,0.0992061783924553,0.9007938216075444
013.png,1,0.6009797419768869,0.3857836897816253,0.7387194342319985,0.2612805657680014
014.png,1,0.7107441948903969,0.8877489094389238,0.1172411346157097,0.8827588653842903
015.png,1,0.6150220266423417,0.571050076256615,0.8290487437247989,0.1709512562752011
016.png,0,0.095768791514068,0.4458031405474595,0.2665952615424281,0.7334047384575718
017.png,0,0.3537140334685568,0.6193353875322067,0.8739412802226096,0.1260587197773903
018.png,1,0.8983545501750579,0.5480697679004626,0.0334662561574199,0.96653374384258
019.png,1,0.5442977186786757,0.6469486472787199,0.1422383670973514,0.8577616329026485
020.png,1,0.782130049336287,0.0852023874428666,0.7230225095958551,0.2769774904041449
021.png,1,0.5762883661481695,0.5517708352059343,0.8264766669747667,0.1735233330252331
022.png,1,0.5916999260914377,0.4361027038980491,0.7662813084107409,0.2337186915892589
023.png,1,0.9051538038438188,0.5556749150547293,0.1919381894934901,0.8080618105065097
024.png,0,0.0920464605738308,0.5059418980971786,0.1635528259913583,0.8364471740086417
025.png,1,0.4786131928864113,0.9092871878928463,0.2914550997970342,0.7085449002029657
026.png,1,0.6518810321893265,0.4244263638043371,0.1084255007259667,0.8915744992740332
027.png,1,0.4360946097010045,0.876042278765821,0.2265057679896258,0.773494232010374
028.png,0,0.082027510404991,0.7186804346410239,0.1654263163813348,0.8345736836186651
029.png,0,0.216321878685908,0.8508190683631592,0.2048126599109023,0.7951873400890976
030.png,1,0.5682053464435622,0.3689625769983135,0.3307192423183732,0.6692807576816266
031.png,1,0.8112229625093182,0.5606208789885131,0.9169663625382556,0.0830336374617441
032.png,0,0.3749977657485413,0.5294506157464017,0.119629543999862,0.8803704560001381
033.png,0,0.0508154307663803,0.2192254552364305,0.7833316168585033,0.2166683831414967
034.png,0,0.0787461667136622,0.6547444320311682,0.2426769344226687,0.7573230655773313
035.png,0,0.0676418216055023,0.1677239445940969,0.3497611283975305,0.6502388716024695
036.png,0,0.0547030217415072,0.6669255710135341,0.1606101274433928,0.8393898725566071
037.png,0,0.2282174211680988,0.0934449919046992,0.292271508394805,0.7077284916051949
038.png,1,0.8784793264544488,0.5534288955742546,0.2249505884157575,0.7750494115842423
039.png,0,0.3802837426634419,0.4179701594039822,0.886534712705738,0.1134652872942619
040.png,1,0.7008356182343674,0.1024514559750372,0.0404853129421246,0.9595146870578752
041.png,0,0.218847038654538,0.8660233659351102,0.8091305735302399,0.1908694264697601
042.png,0,0.4744369482171913,0.4600115678227053,0.8304855922473322,0.1695144077526676
043.png,0,0.4167631105903029,0.3554074391423126,0.7623387742533961,0.2376612257466038
044.png,0,0.492808551451695,0.3776139822467166,0.8876427826111566,0.1123572173888433
045.png,0,0.351417804221791,0.4470763955097485,0.2654739708899434,0.7345260291100564
046.png,0,0.1359901017290145,0.300225786159763,0.8237095967548321,0.1762904032451677
047.png,0,0.3555709178299372,0.4569067151987943,0.1222367946520152,0.8777632053479846
048.png,1,0.6153922453211619,0.4901758612482218,0.8417108216234009,0.158289178376599
049.png,1,0.6000247547843639,0.5992859191235727,0.7766899932430082,0.2233100067569917
050.png,1,0.6944919445345591,0.5919585210786552,0.1314384273486885,0.8685615726513114
051.png,1,0.5542220390233028,0.7019191618579125,0.3091928009879341,0.6908071990120659
052.png,0,0.1475678631801378,0.5986137370785277,0.7884252813278829,0.211574718672117
053.png,0,0.6828604775944305,0.079159585114494,0.2129144549370257,0.7870855450629742
054.png,0,0.0705606009035135,0.2610152838273359,0.8193122134903577,0.1806877865096423
055.png,1,0.8889560614877879,0.8368519051227545,0.1767543872639131,0.8232456127360869
056.png,0,0.1397277259808386,0.3615744084911941,0.8005399902695093,0.1994600097304906
057.png,1,0.8634866193428348,0.4627621915903378,0.2009639146270893,0.7990360853729106
058.png,0,0.3887315476421062,0.4542101079516115,0.7624763775266136,0.2375236224733864
059.png,0,0.4824568667779011,0.4068977173418921,0.211052865190583,0.7889471348094168
060.png,0,0.2686168540738079,0.9429229063719676,0.7623400371340151,0.2376599628659849
061.png,0,0.4888446746108428,0.220153028649436,0.1516101533874118,0.848389846612588
062.png,0,0.5116230000316625,0.4301586842202211,0.2230611891378945,0.7769388108621054
063.png,0,0.4318641668905132,0.6277596254756406,0.929588903606725,0.0704110963932749
064.png,1,0.5801935320418442,0.6254941786041931,0.7493158881891161,0.2506841118108838
065.png,1,0.8467113024815742,0.4912363537489143,0.2619429965929123,0.7380570034070876
066.png,0,0.4153595794040712,0.561942760751279,0.2041938477848418,0.795806152215158
