img_id,label,head size,body size,tail size,texture
000.png,1,0.8300136862045582,0.4122622038210002,0.7319939418114051,0.5986584841970366
001.png,0,0.49828962767135865,0.23041892919801715,0.15601864044243652,0.15599452033620265
002.png,1,0.8819031710741924,0.3745742415250998,0.05808361216819946,0.8661761457749352
003.png,1,0.8158828374718554,0.4419538566291177,0.6011150117432088,0.7080725777960455
004.png,1,0.7304872889951346,0.2865379042558675,0.020584494295802447,0.9699098521619943
005.png,1,0.732767199209262,0.3907715186282491,0.8324426408004217,0.21233911067827616
006.png,0,0.4717979287810552,0.2655156747821553,0.18182496720710062,0.18340450985343382
007.png,1,0.8131313815134926,0.461995151458549,0.3042422429595377,0.5247564316322378
008.png,1,0.8545337341853243,0.353986305320457,0.43194501864211576,0.2912291401980419
009.png,0,0.3932447802534557,0.33265974364713946,0.6118528947223795,0.13949386065204183
010.png,1,0.9374835934714159,0.4210600199583076,0.29214464853521815,0.3663618432936917
011.png,1,0.8248760318075559,0.49854450873294665,0.45606998421703593,0.7851759613930136
012.png,1,0.805450527252353,0.40623038289904784,0.19967378215835974,0.5142344384136116
013.png,1,0.8847805844744459,0.2970840102483208,0.5924145688620425,0.046450412719997725
014.png,0,0.3936640870137772,0.3541220622451478,0.6075448519014384,0.17052412368729153
015.png,0,0.31296342151050066,0.26414448877723307,0.06505159298527952,0.9488855372533332
016.png,0,0.42257545742252195,0.3040306366206086,0.9656320330745594,0.8083973481164611
017.png,0,0.3098063961722522,0.2875357480137684,0.3046137691733707,0.09767211400638387
018.png,0,0.5135087093833405,0.3462352006608049,0.6842330265121569,0.4401524937396013
019.png,0,0.40582603165507963,0.22440913996357617,0.12203823484477883,0.4951769101112702
020.png,0,0.5076625854646534,0.216953162371306,0.034388521115218396,0.9093204020787821
021.png,0,0.3761659866123303,0.29070054142270096,0.2587799816000169,0.662522284353982
022.png,1,0.8170659449711865,0.4594359894459636,0.31171107608941095,0.5200680211778108
023.png,1,0.6693079128454137,0.3651157753215318,0.5467102793432796,0.18485445552552704
024.png,0,0.3733278776992348,0.13169253140140033,0.9695846277645586,0.7751328233611146
025.png,1,0.7422704665583976,0.45748984856490765,0.9394989415641891,0.8948273504276488
026.png,1,0.753289629992264,0.3771743635579081,0.5978999788110851,0.9218742350231168
027.png,0,0.36234805963592737,0.2935547808409593,0.0884925020519195,0.1959828624191452
028.png,0,0.44198032349026656,0.14860388491592916,0.045227288910538066,0.32533033076326434
029.png,1,0.6749493758120314,0.44684185189602166,0.388677289689482,0.2713490317738959
030.png,0,0.4487234362240859,0.12285064471271329,0.8287375091519293,0.3567533266935893
031.png,0,0.45703594971960204,0.34210781741941054,0.28093450968738076,0.5426960831582485
032.png,0,0.46143427477299453,0.15532828336455484,0.14092422497476265,0.8021969807540397
033.png,1,0.745205159252045,0.3975656674402951,0.07455064367977082,0.9868869366005173
034.png,0,0.4347113006107945,0.22938485766759323,0.7722447692966574,0.1987156815341724
